metric, mean, deviation
precision, 0.6105112326768733, 0.0035850379391722644
recall, 0.9278456050018448, 0.006679432964151502
f1_score, 0.7364291639469314, 0.0028883409688130117
accuracy, 0.641796755433119, 0.004664753796794662
