metric, mean, deviation
precision, 0.8301003850080096, 0.00414085487222261
recall, 0.8167492363078224, 0.01312942263278151
f1_score, 0.823330148635591, 0.007962745748432433
accuracy, 0.720558289767612, 0.010894210652764717
