sIP, dIP, sPort, dPort, Proto, Packets, Bytes, Flags, Duration
3232249958,3232249957,443,40768,6,4,456,27,0.012
3232249957,3232249958,40770,443,6,7,919,27,0.014
3232249958,3232249957,443,40770,6,4,1766,27,0.014
3232249958,3232249956,68,67,17,7,2296,0,1564.644
3232249956,3232249958,67,68,17,7,4032,0,1564.624
3232249957,3232249958,40764,443,6,22,5838,30,13.218
3232249958,3232249957,443,40764,6,13,9791,27,13.218
3232249957,3232249958,40772,443,6,16,3496,30,12.539
3232249958,3232249957,443,40772,6,10,11584,27,12.539
3232249957,3232249958,40774,443,6,7,966,27,0.020
3232249958,3232249957,443,40774,6,4,456,27,0.020
3232249957,3232249958,40776,443,6,7,966,27,0.021
3232249958,3232249957,443,40776,6,4,456,27,0.021
3232249857,3232250111,138,138,17,1,229,0,0.000
3232249957,3232249958,40780,443,6,7,966,27,0.013
3232249958,3232249957,443,40780,6,4,456,27,0.013
3232249957,3232249958,40782,443,6,7,966,27,0.005
3232249958,3232249957,443,40782,6,4,456,27,0.005
3232249957,3232249958,40784,443,6,7,919,27,0.004
3232249958,3232249957,443,40784,6,4,1766,27,0.004
3232249957,3232249958,40786,443,6,7,919,27,0.009
3232249958,3232249957,443,40786,6,4,1766,27,0.009
3232249957,3232249958,40500,443,6,1,52,16,0.000
3232249957,3232249958,40788,443,6,7,919,27,0.007
3232249958,3232249957,443,40788,6,4,1766,27,0.007
3232249957,3232249958,40790,443,6,6,867,27,0.005
3232249958,3232249957,443,40790,6,5,1818,27,0.005
3232249957,3232249958,40792,443,6,7,919,27,0.004
3232249958,3232249957,443,40792,6,4,1766,27,0.004
3232249957,3232249958,40794,443,6,7,919,27,0.009
3232249958,3232249957,443,40794,6,4,1766,27,0.009
3232249957,3232249958,40796,443,6,7,919,27,0.005
3232249958,3232249957,443,40796,6,4,1766,27,0.005
3232249957,3232249958,40798,443,6,6,867,27,0.009
3232249958,3232249957,443,40798,6,5,1818,27,0.009
3232249957,3232249958,40800,443,6,7,919,27,0.009
3232249958,3232249957,443,40800,6,4,1766,27,0.009
3232249957,3232249958,40778,443,6,40,14139,30,31.085
3232249958,3232249957,443,40778,6,25,34694,27,31.085
3232249957,3232249958,40802,443,6,6,867,27,0.004
3232249958,3232249957,443,40802,6,5,1818,27,0.004
3232249957,3232249958,40512,443,6,1,52,16,0.000
3232249957,3232249958,40804,443,6,6,867,27,0.010
3232249958,3232249957,443,40804,6,5,1818,27,0.010
3232249957,3232249958,40808,443,6,7,966,27,0.016
3232249958,3232249957,443,40808,6,4,456,27,0.016
3232249957,3232249958,40810,443,6,7,966,27,0.009
3232249958,3232249957,443,40810,6,4,456,27,0.009
3232249957,3232249958,40806,443,6,18,4512,30,8.284
3232249958,3232249957,443,40806,6,11,9681,27,8.284
3232249857,4026531834,56343,1900,17,4,808,0,3.002
3232249957,3232249958,40812,443,6,7,919,27,0.014
3232249958,3232249957,443,40812,6,4,1766,27,0.014
3232249957,3232249958,40814,443,6,7,919,27,0.008
3232249958,3232249957,443,40814,6,4,1766,27,0.008
3232249957,3232249958,40818,443,6,7,966,27,0.017
3232249958,3232249957,443,40818,6,4,456,27,0.017
3232249957,3232249958,40820,443,6,7,966,27,0.013
3232249958,3232249957,443,40820,6,4,456,27,0.012
3232249957,3232249958,40540,443,6,1,52,16,0.000
3232249957,3232249958,40822,443,6,7,919,27,0.006
3232249958,3232249957,443,40822,6,4,1766,27,0.006
3232249957,3232249958,40824,443,6,7,919,27,0.013
3232249958,3232249957,443,40824,6,4,1766,27,0.013
3232249957,3232249958,40826,443,6,7,919,27,0.016
3232249958,3232249957,443,40826,6,4,1766,27,0.016
3232249957,3232249958,40816,443,6,26,7889,30,17.455
3232249958,3232249957,443,40816,6,15,16819,27,17.455
3232249957,4026531834,36292,1900,17,4,776,0,3.014
3232249957,3232249958,40556,443,6,1,52,16,0.000
3232249957,3232249958,40828,443,6,7,919,27,0.010
3232249958,3232249957,443,40828,6,4,1766,27,0.010
3232249957,3232249958,40830,443,6,7,919,27,0.008
3232249958,3232249957,443,40830,6,4,1766,27,0.008
3232249957,3232249958,40834,443,6,7,966,27,0.065
3232249958,3232249957,443,40834,6,4,456,27,0.065
3232249957,3232249958,40836,443,6,7,966,27,0.006
3232249958,3232249957,443,40836,6,4,456,27,0.006
3232249957,3232249958,40832,443,6,19,4713,30,13.848
3232249958,3232249957,443,40832,6,12,14528,27,13.848
3232249957,3232249958,40838,443,6,7,919,27,0.007
3232249958,3232249957,443,40838,6,4,1766,27,0.007
3232249957,3232249958,40840,443,6,7,919,27,0.007
3232249958,3232249957,443,40840,6,4,1766,27,0.007
3232249957,3232249958,40844,443,6,7,966,27,0.017
3232249958,3232249957,443,40844,6,4,456,27,0.017
3232249957,3232249958,40846,443,6,6,914,27,0.007
3232249958,3232249957,443,40846,6,5,508,27,0.007
3232249957,3232249958,40848,443,6,7,919,27,0.006
3232249958,3232249957,443,40848,6,4,1766,27,0.006
3232249957,3232249958,40850,443,6,8,971,27,0.065
3232249958,3232249957,443,40850,6,5,1830,27,0.065
3232249957,3232249958,40852,443,6,6,867,27,0.010
3232249958,3232249957,443,40852,6,5,1818,27,0.010
3232249957,3232249958,40854,443,6,7,919,27,0.006
3232249958,3232249957,443,40854,6,4,1766,27,0.006
3232249957,3232249958,40572,443,6,1,52,16,0.000
3232249957,3232249958,40582,443,6,1,52,16,0.000
3232249957,3232249958,40856,443,6,7,919,27,0.071
3232249958,3232249957,443,40856,6,5,1818,27,0.071
3232249957,3232249958,40858,443,6,6,867,27,0.005
3232249958,3232249957,443,40858,6,5,1818,27,0.005
3232249957,3232249958,40842,443,6,34,11467,30,20.712
3232249958,3232249957,443,40842,6,22,28266,27,20.712
3232249957,3232249958,40860,443,6,6,867,27,0.012
3232249958,3232249957,443,40860,6,5,1818,27,0.012
3232249957,3232249958,40862,443,6,7,919,27,0.005
3232249958,3232249957,443,40862,6,4,1766,27,0.005
3232249957,3232249958,40866,443,6,7,966,27,0.006
3232249958,3232249957,443,40866,6,4,456,27,0.006
3232249957,3232249958,40868,443,6,7,966,27,0.347
3232249958,3232249957,443,40868,6,5,508,27,0.347
3232249957,3232249958,40870,443,6,7,919,27,0.010
3232249958,3232249957,443,40870,6,4,1766,27,0.010
3232249957,3232249958,40872,443,6,7,919,27,0.005
3232249958,3232249957,443,40872,6,4,1766,27,0.005
3232249957,3232249958,40874,443,6,7,919,27,0.006
3232249958,3232249957,443,40874,6,4,1766,27,0.006
3232249957,3232249958,40864,443,6,26,7871,30,14.730
3232249958,3232249957,443,40864,6,17,16923,27,14.730
3232249957,3232249958,40876,443,6,6,867,27,0.017
3232249958,3232249957,443,40876,6,5,1818,27,0.017
3232249957,3232249958,40878,443,6,6,867,27,0.007
3232249958,3232249957,443,40878,6,5,1818,27,0.007
3232249957,3232249958,40592,443,6,1,52,16,0.000
3232249957,3232249958,40882,443,6,7,966,27,0.027
3232249958,3232249957,443,40882,6,4,456,27,0.027
3232249957,3232249958,40884,443,6,7,966,27,0.005
3232249958,3232249957,443,40884,6,4,456,27,0.005
3232249957,3232249958,40886,443,6,7,919,27,0.008
3232249958,3232249957,443,40886,6,4,1766,27,0.008
3232249957,3232249958,40600,443,6,1,52,16,0.000
3232249957,3232249958,40602,443,6,1,52,16,0.000
3232249957,3232249958,40888,443,6,7,919,27,0.006
3232249958,3232249957,443,40888,6,4,1766,27,0.006
3232249957,3232249958,40890,443,6,6,867,27,0.019
3232249958,3232249957,443,40890,6,5,1818,27,0.018
3232249957,3232249958,40892,443,6,7,919,27,0.006
3232249958,3232249957,443,40892,6,4,1766,27,0.006
3232249957,3232249958,40894,443,6,7,931,27,0.081
3232249958,3232249957,443,40894,6,6,1972,27,0.081
3232249957,3232249958,40608,443,6,1,52,16,0.000
3232249957,3232249958,40896,443,6,7,919,27,0.007
3232249958,3232249957,443,40896,6,4,1766,27,0.007
3232249957,3232249958,40898,443,6,7,919,27,0.031
3232249958,3232249957,443,40898,6,4,1766,27,0.031
3232249957,3232249958,40900,443,6,7,919,27,0.008
3232249958,3232249957,443,40900,6,4,1766,27,0.008
3232249957,3232249958,40902,443,6,7,919,27,0.010
3232249958,3232249957,443,40902,6,4,1766,27,0.010
3232249957,3232249958,40616,443,6,1,52,16,0.000
3232249957,3232249958,40620,443,6,1,52,16,0.000
3232249957,3232249958,40904,443,6,7,919,27,0.012
3232249958,3232249957,443,40904,6,4,1766,27,0.012
3232249957,3232249958,40906,443,6,7,919,27,0.016
3232249958,3232249957,443,40906,6,4,1766,27,0.016
3232249957,3232249958,40908,443,6,7,919,27,0.044
3232249958,3232249957,443,40908,6,4,1766,27,0.044
3232249957,3232249958,40880,443,6,50,17864,30,41.138
3232249958,3232249957,443,40880,6,30,50732,27,41.138
3232249957,3232249958,40638,443,6,1,52,16,0.000
3232249957,3232249958,40910,443,6,7,919,27,0.007
3232249958,3232249957,443,40910,6,4,1766,27,0.007
3232249957,3232249958,40912,443,6,7,919,27,0.007
3232249958,3232249957,443,40912,6,4,1766,27,0.007
3232249957,3232249958,40916,443,6,7,966,27,0.005
3232249958,3232249957,443,40916,6,4,456,27,0.005
3232249957,3232249958,40918,443,6,7,966,27,0.009
3232249958,3232249957,443,40918,6,4,456,27,0.009
3232249957,3232249958,40920,443,6,7,919,27,0.006
3232249958,3232249957,443,40920,6,4,1766,27,0.006
3232249957,3232249958,40922,443,6,6,867,27,0.005
3232249958,3232249957,443,40922,6,5,1818,27,0.005
3232249957,3232249958,40924,443,6,7,919,27,0.008
3232249958,3232249957,443,40924,6,4,1766,27,0.008
3232249957,3232249958,40926,443,6,7,919,27,0.007
3232249958,3232249957,443,40926,6,4,1766,27,0.007
3232249957,3232249958,40928,443,6,7,919,27,0.008
3232249958,3232249957,443,40928,6,4,1766,27,0.008
3232249857,4026531834,64934,1900,17,4,808,0,3.003
3232249957,3232249958,40642,443,6,1,52,16,0.000
3232249957,3232249958,40930,443,6,7,919,27,0.004
3232249958,3232249957,443,40930,6,4,1766,27,0.004
3232249957,3232249958,40914,443,6,32,10733,30,28.754
3232249958,3232249957,443,40914,6,18,27404,27,28.754
3232249957,3232249958,40932,443,6,7,919,27,0.009
3232249958,3232249957,443,40932,6,4,1766,27,0.009
3232249957,3232249958,40934,443,6,7,919,27,0.008
3232249958,3232249957,443,40934,6,4,1766,27,0.008
3232249957,3232249958,40650,443,6,1,52,16,0.000
3232249957,4026531834,55000,1900,17,4,776,0,3.009
3232249957,3232249958,40658,443,6,1,52,16,0.000
3232249957,3232249958,40938,443,6,7,966,27,0.005
3232249958,3232249957,443,40938,6,4,456,27,0.005
3232249957,3232249958,40940,443,6,7,966,27,0.003
3232249958,3232249957,443,40940,6,4,456,27,0.003
3232249957,3232249958,40942,443,6,7,919,27,0.006
3232249958,3232249957,443,40942,6,4,1766,27,0.006
3232249957,3232249958,40944,443,6,7,919,27,0.016
3232249958,3232249957,443,40944,6,4,1766,27,0.016
3232249957,3232249958,40946,443,6,7,919,27,0.005
3232249958,3232249957,443,40946,6,4,1766,27,0.005
3232249957,3232249958,40664,443,6,1,52,16,0.000
3232249957,3232249958,40948,443,6,7,919,27,0.006
3232249958,3232249957,443,40948,6,4,1766,27,0.006
3232249957,3232249958,40950,443,6,7,919,27,0.009
3232249958,3232249957,443,40950,6,4,1766,27,0.009
3232249957,3232249958,40952,443,6,6,867,27,0.008
3232249958,3232249957,443,40952,6,5,1818,27,0.008
3232249957,3232249958,40936,443,6,32,10578,30,19.946
3232249958,3232249957,443,40936,6,18,23376,27,19.946
3232249957,3232249958,40956,443,6,7,919,27,0.008
3232249958,3232249957,443,40956,6,5,1818,27,0.008
3232249957,3232249958,40954,443,6,7,919,27,0.012
3232249958,3232249957,443,40954,6,4,1766,27,0.012
3232249957,3232249958,40960,443,6,7,966,27,0.004
3232249958,3232249957,443,40960,6,4,456,27,0.004
3232249957,3232249958,40962,443,6,7,966,27,0.004
3232249958,3232249957,443,40962,6,4,456,27,0.004
3232249957,3232249958,40692,443,6,1,52,16,0.000
3232249957,3232249958,40964,443,6,7,919,27,0.006
3232249958,3232249957,443,40964,6,4,1766,27,0.006
3232249957,3232249958,40966,443,6,7,919,27,0.024
3232249958,3232249957,443,40966,6,4,1766,27,0.024
3232249957,3232249958,40968,443,6,7,919,27,0.007
3232249958,3232249957,443,40968,6,4,1766,27,0.007
3232249957,3232249958,40958,443,6,25,7233,30,21.705
3232249958,3232249957,443,40958,6,15,16494,27,21.705
3232249957,3232249958,40702,443,6,1,52,16,0.000
3232249957,3232249958,40970,443,6,7,919,27,0.010
3232249958,3232249957,443,40970,6,4,1766,27,0.009
3232249957,3232249958,40972,443,6,7,919,27,0.007
3232249958,3232249957,443,40972,6,4,1766,27,0.007
3232249957,3232249958,40976,443,6,7,966,27,0.008
3232249958,3232249957,443,40976,6,4,456,27,0.008
3232249957,3232249958,40978,443,6,7,966,27,0.013
3232249958,3232249957,443,40978,6,4,456,27,0.013
3232249957,3232249958,40974,443,6,19,4576,30,8.441
3232249958,3232249957,443,40974,6,13,10006,27,8.441
3232249957,3232249958,40980,443,6,7,919,27,0.005
3232249958,3232249957,443,40980,6,4,1766,27,0.005
3232249957,3232249958,40984,443,6,7,919,27,0.008
3232249958,3232249957,443,40984,6,4,1766,27,0.008
3232249957,3232249958,40982,443,6,7,919,27,0.009
3232249958,3232249957,443,40982,6,4,1766,27,0.009
3232249957,3232249958,40988,443,6,7,966,27,0.003
3232249958,3232249957,443,40988,6,4,456,27,0.003
3232249957,3232249958,40990,443,6,7,966,27,0.008
3232249958,3232249957,443,40990,6,4,456,27,0.008
3232249957,3232249958,40986,443,6,20,5228,30,8.343
3232249958,3232249957,443,40986,6,12,10431,27,8.343
3232249957,3232249958,40992,443,6,6,867,27,0.011
3232249958,3232249957,443,40992,6,5,1818,27,0.011
3232249957,3232249958,40994,443,6,7,919,27,0.009
3232249958,3232249957,443,40994,6,4,1766,27,0.009
3232249957,3232249958,40998,443,6,7,966,27,0.004
3232249958,3232249957,443,40998,6,4,456,27,0.004
3232249957,3232249958,41000,443,6,7,966,27,0.013
3232249958,3232249957,443,41000,6,4,456,27,0.013
3232249957,3232249958,40996,443,6,18,4498,30,16.319
3232249958,3232249957,443,40996,6,11,9683,27,16.319
3232249957,3232249958,41002,443,6,7,919,27,0.008
3232249958,3232249957,443,41002,6,4,1766,27,0.008
3232249957,3232249958,41004,443,6,7,919,27,0.006
3232249958,3232249957,443,41004,6,4,1766,27,0.006
3232249957,3232249958,40728,443,6,1,52,16,0.000
3232249957,3232249958,41008,443,6,6,914,27,0.014
3232249958,3232249957,443,41008,6,5,508,27,0.014
3232249957,3232249958,41010,443,6,7,966,27,0.008
3232249958,3232249957,443,41010,6,4,456,27,0.008
3232249957,3232249958,41012,443,6,7,919,27,0.009
3232249958,3232249957,443,41012,6,4,1766,27,0.009
3232249957,3232249958,41014,443,6,7,919,27,0.015
3232249958,3232249957,443,41014,6,4,1766,27,0.015
3232249957,3232249958,41016,443,6,7,919,27,0.014
3232249958,3232249957,443,41016,6,4,1766,27,0.014
3232249957,3232249958,41018,443,6,6,867,27,0.010
3232249958,3232249957,443,41018,6,5,1818,27,0.010
3232249957,3232249958,41020,443,6,7,919,27,0.005
3232249958,3232249957,443,41020,6,4,1766,27,0.005
3232249957,3232249958,41022,443,6,7,919,27,0.015
3232249958,3232249957,443,41022,6,4,1766,27,0.015
3232249957,3232249958,40746,443,6,1,52,16,0.000
3232249957,3232249958,41006,443,6,32,10989,30,18.209
3232249958,3232249957,443,41006,6,20,35552,27,18.209
3232249957,3232249958,41024,443,6,7,919,27,0.010
3232249958,3232249957,443,41024,6,4,1766,27,0.010
3232249957,3232249958,41026,443,6,6,867,27,0.007
3232249958,3232249957,443,41026,6,5,1818,27,0.007
3232249957,3232249958,41030,443,6,7,966,27,0.010
3232249958,3232249957,443,41030,6,4,456,27,0.010
3232249957,3232249958,41032,443,6,6,914,27,0.005
3232249958,3232249957,443,41032,6,5,508,27,0.005
3232249957,3232249958,41028,443,6,18,4512,30,8.438
3232249958,3232249957,443,41028,6,13,9758,27,8.438
3232249957,3232249958,41036,443,6,7,919,27,0.013
3232249958,3232249957,443,41036,6,4,1766,27,0.013
3232249957,3232249958,41034,443,6,7,919,27,0.017
3232249958,3232249957,443,41034,6,4,1766,27,0.017
3232249857,4026531834,60835,1900,17,4,808,0,3.003
3232249957,3232249958,41040,443,6,7,966,27,0.012
3232249958,3232249957,443,41040,6,4,456,27,0.012
3232249957,3232249958,41042,443,6,6,914,27,0.003
3232249958,3232249957,443,41042,6,5,508,27,0.003
3232249957,3232249958,41038,443,6,18,4508,30,8.149
3232249958,3232249957,443,41038,6,11,9654,27,8.149
3232249957,3232249958,41046,443,6,6,867,27,0.007
3232249958,3232249957,443,41046,6,5,1818,27,0.007
3232249957,3232249958,41044,443,6,7,919,27,0.010
3232249958,3232249957,443,41044,6,4,1766,27,0.010
3232249957,3232249958,41050,443,6,7,966,27,0.013
3232249958,3232249957,443,41050,6,4,456,27,0.013
3232249957,3232249958,41052,443,6,6,914,27,0.004
3232249958,3232249957,443,41052,6,5,508,27,0.003
3232249957,3232249958,41054,443,6,7,919,27,0.003
3232249958,3232249957,443,41054,6,4,1766,27,0.003
3232249957,3232249958,41056,443,6,7,919,27,0.012
3232249958,3232249957,443,41056,6,4,1766,27,0.012
3232249957,3232249958,41048,443,6,30,8910,30,11.227
3232249958,3232249957,443,41048,6,17,20432,27,11.227
3232249957,3232249958,41058,443,6,6,867,27,0.009
3232249958,3232249957,443,41058,6,5,1818,27,0.009
3232249957,3232249958,41060,443,6,7,919,27,0.012
3232249958,3232249957,443,41060,6,4,1766,27,0.012
3232249857,3758096636,58259,5355,17,2,100,0,0.410
3232249857,3758096636,57862,5355,17,2,100,0,0.411
3232249857,3758096635,5353,5353,17,8,448,0,1.026
3232249957,4026531834,46395,1900,17,4,776,0,3.003
3232249957,3232249958,41064,443,6,6,914,27,0.010
3232249958,3232249957,443,41064,6,5,508,27,0.010
3232249957,3232249958,41066,443,6,7,966,27,0.007
3232249958,3232249957,443,41066,6,4,456,27,0.007
3232249957,3232249958,41068,443,6,7,919,27,0.009
3232249958,3232249957,443,41068,6,4,1766,27,0.009
3232249957,3232249958,41070,443,6,7,919,27,0.015
3232249958,3232249957,443,41070,6,4,1766,27,0.015
3232249957,3232249958,41072,443,6,6,867,27,0.005
3232249958,3232249957,443,41072,6,5,1818,27,0.005
3232249957,3232249958,41074,443,6,7,919,27,0.007
3232249958,3232249957,443,41074,6,4,1766,27,0.007
3232249957,3232249958,41076,443,6,7,919,27,0.006
3232249958,3232249957,443,41076,6,4,1766,27,0.006
3232249957,3232249958,41078,443,6,7,919,27,0.010
3232249958,3232249957,443,41078,6,4,1766,27,0.010
3232249957,3232249958,41080,443,6,7,919,27,0.015
3232249958,3232249957,443,41080,6,4,1766,27,0.015
3232249957,3232249958,41082,443,6,7,919,27,0.008
3232249958,3232249957,443,41082,6,4,1766,27,0.008
3232249957,3232249958,41062,443,6,40,13443,30,24.021
3232249958,3232249957,443,41062,6,22,28619,27,24.021
3232249957,3232249958,41086,443,6,7,919,27,0.008
3232249958,3232249957,443,41086,6,4,1766,27,0.008
3232249957,3232249958,41084,443,6,7,919,27,0.011
3232249958,3232249957,443,41084,6,4,1766,27,0.011
3232249957,3232249958,40790,443,6,1,52,16,0.000
3232249957,3232249958,40798,443,6,1,52,16,0.000
3232249957,3232249958,41090,443,6,6,914,27,0.004
3232249958,3232249957,443,41090,6,5,508,27,0.004
3232249957,3232249958,41092,443,6,7,966,27,0.004
3232249958,3232249957,443,41092,6,4,456,27,0.004
3232249957,3232249958,41088,443,6,18,4657,30,8.855
3232249958,3232249957,443,41088,6,11,13726,27,8.855
3232249957,3232249958,41094,443,6,7,919,27,0.007
3232249958,3232249957,443,41094,6,4,1766,27,0.007
3232249957,3232249958,41096,443,6,7,919,27,0.005
3232249958,3232249957,443,41096,6,4,1766,27,0.005
3232249957,3232249958,41100,443,6,7,966,27,0.202
3232249958,3232249957,443,41100,6,5,508,27,0.202
3232249957,3232249958,41102,443,6,7,966,27,0.052
3232249958,3232249957,443,41102,6,4,456,27,0.052
3232249957,3232249958,41104,443,6,7,919,27,0.013
3232249958,3232249957,443,41104,6,4,1766,27,0.013
3232249957,3232249958,40802,443,6,1,52,16,0.000
3232249957,3232249958,41106,443,6,7,919,27,0.020
3232249958,3232249957,443,41106,6,4,1766,27,0.019
3232249957,3232249958,41108,443,6,7,919,27,0.025
3232249958,3232249957,443,41108,6,4,1766,27,0.025
3232249957,3232249958,41098,443,6,24,7197,30,17.044
3232249958,3232249957,443,41098,6,18,16355,27,17.044
3232249957,3232249958,41112,443,6,6,867,27,0.007
3232249958,3232249957,443,41112,6,5,1818,27,0.007
3232249957,3232249958,41110,443,6,7,919,27,0.009
3232249958,3232249957,443,41110,6,4,1766,27,0.009
3232249957,3232249958,41116,443,6,7,966,27,0.004
3232249958,3232249957,443,41116,6,4,456,27,0.004
3232249957,3232249958,41118,443,6,7,966,27,0.004
3232249958,3232249957,443,41118,6,4,456,27,0.004
3232249957,3232249958,41114,443,6,18,4510,30,13.090
3232249958,3232249957,443,41114,6,11,9654,27,13.090
3232249957,3232249958,41120,443,6,7,919,27,0.008
3232249958,3232249957,443,41120,6,4,1766,27,0.008
3232249957,3232249958,41122,443,6,7,919,27,0.006
3232249958,3232249957,443,41122,6,4,1766,27,0.005
3232249958,3232249957,443,40834,6,1,64,16,0.000
3232249957,3232249958,40834,443,6,1,52,16,0.000
3232249957,3232249958,41126,443,6,7,966,27,0.014
3232249958,3232249957,443,41126,6,4,456,27,0.014
3232249957,3232249958,41128,443,6,7,966,27,0.004
3232249958,3232249957,443,41128,6,4,456,27,0.004
3232249957,3232249958,41130,443,6,7,919,27,0.005
3232249958,3232249957,443,41130,6,4,1766,27,0.005
3232249957,3232249958,41132,443,6,7,919,27,0.005
3232249958,3232249957,443,41132,6,4,1766,27,0.005
3232249957,3232249958,41134,443,6,7,919,27,0.006
3232249958,3232249957,443,41134,6,4,1766,27,0.006
3232249957,3232249958,41136,443,6,7,919,27,0.005
3232249958,3232249957,443,41136,6,4,1766,27,0.005
3232249957,3232249958,41138,443,6,7,919,27,0.005
3232249958,3232249957,443,41138,6,4,1766,27,0.005
3232249957,3232249958,40846,443,6,1,52,16,0.000
3232249957,3232249958,41140,443,6,7,919,27,0.006
3232249958,3232249957,443,41140,6,4,1766,27,0.006
3232249957,3232249958,41124,443,6,32,10996,30,25.198
3232249958,3232249957,443,41124,6,20,35640,27,25.198
3232249957,3232249958,41142,443,6,7,919,27,0.010
3232249958,3232249957,443,41142,6,4,1766,27,0.010
3232249957,3232249958,41144,443,6,7,919,27,0.007
3232249958,3232249957,443,41144,6,4,1766,27,0.007
3232249957,3232249958,41148,443,6,6,914,27,0.013
3232249958,3232249957,443,41148,6,5,508,27,0.009
3232249957,3232249958,41150,443,6,7,966,27,0.005
3232249958,3232249957,443,41150,6,4,456,27,0.005
3232249957,3232249958,41152,443,6,7,919,27,0.009
3232249958,3232249957,443,41152,6,4,1766,27,0.009
3232249957,3232249958,41154,443,6,6,867,27,0.007
3232249958,3232249957,443,41154,6,5,1818,27,0.007
3232249957,3232249958,41156,443,6,6,867,27,0.004
3232249958,3232249957,443,41156,6,5,1818,27,0.004
3232249957,3232249958,40858,443,6,1,52,16,0.000
3232249957,3232249958,40860,443,6,1,52,16,0.000
3232249857,4026531834,55020,1900,17,4,808,0,3.023
3232249857,3232250111,137,137,17,6,468,0,106.136
3232249957,3232249958,41146,443,6,26,7921,30,17.509
3232249958,3232249957,443,41146,6,15,16926,27,17.509
3232249957,3232249958,41158,443,6,7,919,27,0.008
3232249958,3232249957,443,41158,6,4,1766,27,0.008
3232249957,3232249958,41160,443,6,7,919,27,0.007
3232249958,3232249957,443,41160,6,4,1766,27,0.007
3232249957,3232249958,41164,443,6,7,966,27,0.132
3232249958,3232249957,443,41164,6,5,508,27,0.132
3232249958,3758096635,5353,5353,17,1,73,0,0.000
3232249957,3232249958,41166,443,6,7,966,27,0.004
3232249958,3232249957,443,41166,6,4,456,27,0.003
3232249957,3232249958,41162,443,6,18,4518,30,13.309
3232249958,3232249957,443,41162,6,13,9758,27,13.309
3232249957,3232249958,41168,443,6,7,919,27,0.005
3232249958,3232249957,443,41168,6,4,1766,27,0.005
3232249957,3232249958,41170,443,6,7,919,27,0.008
3232249958,3232249957,443,41170,6,4,1766,27,0.008
3232249957,3232249958,41172,443,6,6,867,27,0.008
3232249958,3232249957,443,41172,6,5,1818,27,0.008
3232249957,3232249958,40878,443,6,1,52,16,0.000
3232249957,4026531834,58069,1900,17,4,776,0,3.005
3232249957,3232249958,41176,443,6,7,966,27,0.003
3232249958,3232249957,443,41176,6,4,456,27,0.003
3232249957,3232249958,41178,443,6,6,914,27,0.004
3232249958,3232249957,443,41178,6,5,508,27,0.004
3232249957,3232249958,41174,443,6,18,4690,30,8.457
3232249958,3232249957,443,41174,6,11,13749,27,8.457
3232249957,3232249958,41182,443,6,7,919,27,0.004
3232249958,3232249957,443,41182,6,4,1766,27,0.004
3232249957,3232249958,41180,443,6,7,919,27,0.006
3232249958,3232249957,443,41180,6,4,1766,27,0.006
3232249957,3232249958,41186,443,6,7,966,27,0.011
3232249958,3232249957,443,41186,6,4,456,27,0.011
3232249957,3232249958,41188,443,6,7,966,27,0.005
3232249958,3232249957,443,41188,6,4,456,27,0.005
3232249957,3232249958,41190,443,6,8,971,27,0.042
3232249958,3232249957,443,41190,6,5,1830,27,0.042
3232249957,3232249958,41192,443,6,7,919,27,0.004
3232249958,3232249957,443,41192,6,4,1766,27,0.004
3232249957,3232249958,41194,443,6,7,919,27,0.007
3232249958,3232249957,443,41194,6,4,1766,27,0.007
3232249957,3232249958,41196,443,6,7,919,27,0.008
3232249958,3232249957,443,41196,6,4,1766,27,0.008
3232249957,3232249958,41198,443,6,7,919,27,0.005
3232249958,3232249957,443,41198,6,4,1766,27,0.005
3232249957,3232249958,40898,443,6,1,52,16,0.000
3232249958,3232249957,443,40898,6,1,64,16,0.000
3232249957,3232249958,41184,443,6,34,10985,30,25.722
3232249958,3232249957,443,41184,6,22,29636,27,25.722
3232249957,3232249958,41200,443,6,7,919,27,0.005
3232249958,3232249957,443,41200,6,4,1766,27,0.005
3232249957,3232249958,41204,443,6,7,919,27,0.007
3232249958,3232249957,443,41204,6,4,1766,27,0.007
3232249957,3232249958,41202,443,6,7,919,27,0.009
3232249958,3232249957,443,41202,6,4,1766,27,0.009
3232249957,3232249958,41208,443,6,7,966,27,0.005
3232249958,3232249957,443,41208,6,4,456,27,0.005
3232249957,3232249958,41210,443,6,7,966,27,0.010
3232249958,3232249957,443,41210,6,4,456,27,0.009
3232249957,3232249958,41212,443,6,7,919,27,0.005
3232249958,3232249957,443,41212,6,4,1766,27,0.005
3232249957,3232249958,41214,443,6,6,867,27,0.005
3232249958,3232249957,443,41214,6,5,1818,27,0.005
3232249957,3232249958,41216,443,6,6,867,27,0.012
3232249958,3232249957,443,41216,6,5,1818,27,0.012
3232249957,3232249958,40922,443,6,1,52,16,0.000
3232249957,3232249958,41218,443,6,7,919,27,0.003
3232249958,3232249957,443,41218,6,4,1766,27,0.003
3232249957,3232249958,41220,443,6,7,919,27,0.010
3232249958,3232249957,443,41220,6,4,1766,27,0.010
3232249957,3232249958,41222,443,6,6,867,27,0.005
3232249958,3232249957,443,41222,6,5,1818,27,0.005
3232249957,3232249958,41206,443,6,32,10790,30,17.768
3232249958,3232249957,443,41206,6,18,27471,27,17.768
3232249957,3232249958,41224,443,6,7,919,27,0.005
3232249958,3232249957,443,41224,6,4,1766,27,0.005
3232249957,3232249958,41226,443,6,7,919,27,0.004
