sIP, dIP, sPort, dPort, Proto, Packets, Bytes, Flags, Duration
3232249957,3232249958,38200,443,6,7,966,27,0.004
3232249958,3232249957,443,38200,6,4,456,27,0.004
3232249957,3232249958,38202,443,6,6,867,27,0.005
3232249958,3232249957,443,38202,6,5,1818,27,0.005
3232249957,3232249958,38204,443,6,6,867,27,0.018
3232249958,3232249957,443,38204,6,5,1818,27,0.018
3232249957,3232249958,38206,443,6,7,919,27,0.004
3232249958,3232249957,443,38206,6,4,1766,27,0.004
3232249957,4026531834,35416,1900,17,4,776,0,3.005
3232249957,3232249958,38196,443,6,24,7173,30,11.827
3232249958,3232249957,443,38196,6,14,16120,27,11.827
3232249957,3232249958,38208,443,6,6,867,27,0.003
3232249958,3232249957,443,38208,6,5,1818,27,0.003
3232249957,3232249958,38210,443,6,7,919,27,0.008
3232249958,3232249957,443,38210,6,4,1766,27,0.008
3232249957,3232249958,38212,443,6,6,867,27,0.009
3232249958,3232249957,443,38212,6,5,1818,27,0.009
3232249957,3232249958,38216,443,6,6,914,27,0.004
3232249958,3232249957,443,38216,6,5,508,27,0.004
3232249957,3232249958,38218,443,6,7,966,27,0.005
3232249958,3232249957,443,38218,6,4,456,27,0.005
3232249957,3232249958,38214,443,6,16,3932,30,20.277
3232249958,3232249957,443,38214,6,10,12162,27,20.277
3232249957,3232249958,38220,443,6,6,867,27,0.010
3232249958,3232249957,443,38220,6,5,1818,27,0.010
3232249957,3232249958,38222,443,6,7,919,27,0.009
3232249958,3232249957,443,38222,6,4,1766,27,0.009
3232249957,3232249958,37918,443,6,1,52,16,0.000
3232249957,3232249958,37920,443,6,1,52,16,0.000
3232249957,3232249958,38226,443,6,7,966,27,0.006
3232249958,3232249957,443,38226,6,4,456,27,0.006
3232249957,3232249958,38228,443,6,6,914,27,0.003
3232249958,3232249957,443,38228,6,5,508,27,0.003
3232249957,3232249958,38230,443,6,7,919,27,0.010
3232249958,3232249957,443,38230,6,4,1766,27,0.010
3232249957,3232249958,38232,443,6,7,919,27,0.008
3232249958,3232249957,443,38232,6,4,1766,27,0.008
3232249957,3232249958,38234,443,6,7,919,27,0.007
3232249958,3232249957,443,38234,6,4,1766,27,0.007
3232249957,3232249958,38236,443,6,7,919,27,0.013
3232249958,3232249957,443,38236,6,4,1766,27,0.013
3232249957,3232249958,38238,443,6,7,919,27,0.013
3232249958,3232249957,443,38238,6,4,1766,27,0.013
3232249957,3232249958,38240,443,6,6,867,27,0.009
3232249958,3232249957,443,38240,6,5,1818,27,0.009
3232249957,3232249958,38242,443,6,7,919,27,0.013
3232249958,3232249957,443,38242,6,4,1766,27,0.013
3232249957,3232249958,38244,443,6,7,919,27,0.005
3232249958,3232249957,443,38244,6,4,1766,27,0.005
3232249957,3232249958,38246,443,6,7,919,27,0.004
3232249958,3232249957,443,38246,6,4,1766,27,0.004
3232249957,3232249958,38224,443,6,42,14859,30,28.150
3232249958,3232249957,443,38224,6,23,34506,27,28.150
3232249957,3232249958,37942,443,6,1,52,16,0.000
3232249957,3232249958,37952,443,6,1,52,16,0.000
3232249957,3232249958,38248,443,6,7,919,27,0.005
3232249958,3232249957,443,38248,6,4,1766,27,0.005
3232249957,3232249958,38250,443,6,6,867,27,0.004
3232249958,3232249957,443,38250,6,5,1818,27,0.003
3232249957,3232249958,38254,443,6,6,914,27,0.006
3232249958,3232249957,443,38254,6,5,508,27,0.006
3232249957,3232249958,38256,443,6,7,966,27,0.005
3232249958,3232249957,443,38256,6,4,456,27,0.005
3232249957,3232249958,38252,443,6,20,5208,30,9.883
3232249958,3232249957,443,38252,6,12,10353,27,9.883
3232249957,3232249958,38258,443,6,6,867,27,0.003
3232249958,3232249957,443,38258,6,5,1818,27,0.003
3232249957,3232249958,38260,443,6,6,867,27,0.006
3232249958,3232249957,443,38260,6,5,1818,27,0.006
3232249957,3232249958,38264,443,6,7,966,27,0.004
3232249958,3232249957,443,38264,6,4,456,27,0.004
3232249957,3232249958,38266,443,6,7,966,27,0.005
3232249958,3232249957,443,38266,6,4,456,27,0.005
3232249957,3232249958,38262,443,6,18,4654,30,8.292
3232249958,3232249957,443,38262,6,11,12874,27,8.292
3232249957,3232249958,38268,443,6,6,867,27,0.005
3232249958,3232249957,443,38268,6,5,1818,27,0.005
3232249957,3232249958,38270,443,6,7,919,27,0.007
3232249958,3232249957,443,38270,6,4,1766,27,0.007
3232249957,3232249958,37962,443,6,1,52,16,0.000
3232249957,3232249958,38274,443,6,6,914,27,0.005
3232249958,3232249957,443,38274,6,5,508,27,0.005
3232249957,3232249958,38276,443,6,7,966,27,0.003
3232249958,3232249957,443,38276,6,4,456,27,0.003
3232249957,3232249958,38272,443,6,20,5214,30,8.016
3232249958,3232249957,443,38272,6,12,10353,27,8.016
3232249957,3232249958,38278,443,6,6,867,27,0.013
3232249958,3232249957,443,38278,6,5,1818,27,0.013
3232249957,3232249958,38280,443,6,6,867,27,0.009
3232249958,3232249957,443,38280,6,5,1818,27,0.009
3232249957,3232249958,38284,443,6,7,966,27,0.004
3232249958,3232249957,443,38284,6,4,456,27,0.004
3232249957,3232249958,38286,443,6,7,966,27,0.003
3232249958,3232249957,443,38286,6,4,456,27,0.003
3232249957,3232249958,38282,443,6,18,4628,30,8.189
3232249958,3232249957,443,38282,6,11,12881,27,8.189
3232249957,3232249958,38290,443,6,6,867,27,0.006
3232249958,3232249957,443,38290,6,5,1818,27,0.006
3232249957,3232249958,38288,443,6,7,919,27,0.007
3232249958,3232249957,443,38288,6,4,1766,27,0.007
3232249957,3232249958,37976,443,6,1,52,16,0.000
3232249957,3232249958,38294,443,6,7,966,27,0.006
3232249958,3232249957,443,38294,6,4,456,27,0.006
3232249957,3232249958,38296,443,6,7,966,27,0.008
3232249958,3232249957,443,38296,6,4,456,27,0.008
3232249957,3232249958,38298,443,6,6,867,27,0.007
3232249958,3232249957,443,38298,6,5,1818,27,0.007
3232249957,3232249958,38300,443,6,6,867,27,0.008
3232249958,3232249957,443,38300,6,5,1818,27,0.007
3232249957,3232249958,38302,443,6,7,919,27,0.008
3232249958,3232249957,443,38302,6,4,1766,27,0.008
3232249957,3232249958,38304,443,6,7,919,27,0.006
3232249958,3232249957,443,38304,6,4,1766,27,0.006
3232249957,3232249958,38306,443,6,7,919,27,0.004
3232249958,3232249957,443,38306,6,4,1766,27,0.004
3232249857,4026531834,61506,1900,17,4,808,0,3.004
3232249957,3232249958,38308,443,6,7,919,27,0.005
3232249958,3232249957,443,38308,6,4,1766,27,0.005
3232249957,3232249958,38310,443,6,6,867,27,0.005
3232249958,3232249957,443,38310,6,5,1818,27,0.005
3232249957,3232249958,38312,443,6,7,919,27,0.008
3232249958,3232249957,443,38312,6,4,1766,27,0.008
3232249957,3232249958,38314,443,6,6,867,27,0.005
3232249958,3232249957,443,38314,6,5,1818,27,0.005
3232249957,3232249958,38316,443,6,6,867,27,0.009
3232249958,3232249957,443,38316,6,5,1818,27,0.009
3232249957,3232249958,38318,443,6,7,919,27,0.004
3232249958,3232249957,443,38318,6,4,1766,27,0.004
3232249957,3232249958,38320,443,6,7,919,27,0.006
3232249958,3232249957,443,38320,6,5,1818,27,0.006
3232249957,3232249958,38292,443,6,48,17635,30,32.189
3232249958,3232249957,443,38292,6,26,44165,27,32.189
3232249957,3232249958,38322,443,6,7,919,27,0.006
3232249958,3232249957,443,38322,6,4,1766,27,0.006
3232249957,4026531834,43875,1900,17,4,776,0,3.002
3232249957,3232249958,38324,443,6,7,919,27,0.010
3232249958,3232249957,443,38324,6,4,1766,27,0.010
3232249957,3232249958,38326,443,6,6,867,27,0.010
3232249958,3232249957,443,38326,6,5,1818,27,0.010
3232249957,3232249958,38330,443,6,7,966,27,0.004
3232249958,3232249957,443,38330,6,4,456,27,0.004
3232249957,3232249958,38332,443,6,6,914,27,0.006
3232249958,3232249957,443,38332,6,5,508,27,0.006
3232249957,3232249958,38328,443,6,18,4504,30,8.908
3232249958,3232249957,443,38328,6,11,9654,27,8.908
3232249957,3232249958,38334,443,6,6,867,27,0.005
3232249958,3232249957,443,38334,6,5,1818,27,0.005
3232249957,3232249958,38336,443,6,7,919,27,0.005
3232249958,3232249957,443,38336,6,4,1766,27,0.005
3232249957,3232249958,38340,443,6,7,966,27,0.004
3232249958,3232249957,443,38340,6,4,456,27,0.004
3232249957,3232249958,38342,443,6,7,966,27,0.006
3232249958,3232249957,443,38342,6,4,456,27,0.006
3232249957,3232249958,38338,443,6,20,5208,30,20.963
3232249958,3232249957,443,38338,6,12,10380,27,20.963
3232249957,3232249958,38346,443,6,6,867,27,0.006
3232249958,3232249957,443,38346,6,5,1818,27,0.006
3232249957,3232249958,38344,443,6,7,919,27,0.008
3232249958,3232249957,443,38344,6,4,1766,27,0.008
3232249957,3232249958,38350,443,6,7,966,27,0.005
3232249958,3232249957,443,38350,6,4,456,27,0.005
3232249857,3758096635,5353,5353,17,12,792,0,266.482
3232249857,3758096406,0,0,2,5,200,0,0.116
3232249957,3232249958,38352,443,6,7,966,27,0.008
3232249958,3232249957,443,38352,6,4,456,27,0.008
3232249957,3232249958,38354,443,6,7,919,27,0.008
3232249958,3232249957,443,38354,6,4,1766,27,0.007
3232249957,3232249958,38356,443,6,7,919,27,0.005
3232249958,3232249957,443,38356,6,4,1766,27,0.005
3232249957,3232249958,38358,443,6,6,867,27,0.004
3232249958,3232249957,443,38358,6,5,1818,27,0.004
3232249957,3232249958,38060,443,6,1,52,16,0.000
3232249957,3232249958,38348,443,6,26,8171,30,16.530
3232249958,3232249957,443,38348,6,15,23316,27,16.530
3232249957,3232249958,38360,443,6,7,919,27,0.008
3232249958,3232249957,443,38360,6,4,1766,27,0.008
3232249957,3232249958,38362,443,6,7,919,27,0.004
3232249958,3232249957,443,38362,6,4,1766,27,0.004
3232249957,3232249958,38366,443,6,7,966,27,0.003
3232249958,3232249957,443,38366,6,4,456,27,0.003
3232249957,3232249958,38368,443,6,6,914,27,0.004
3232249958,3232249957,443,38368,6,5,508,27,0.004
3232249957,3232249958,38370,443,6,7,919,27,0.004
3232249958,3232249957,443,38370,6,4,1766,27,0.004
3232249957,3232249958,38372,443,6,7,919,27,0.007
3232249958,3232249957,443,38372,6,4,1766,27,0.007
3232249957,3232249958,38072,443,6,1,52,16,0.000
3232249957,3232249958,38374,443,6,7,919,27,0.007
3232249958,3232249957,443,38374,6,4,1766,27,0.007
3232249957,3232249958,38376,443,6,7,919,27,0.005
3232249958,3232249957,443,38376,6,4,1766,27,0.005
3232249957,3232249958,38378,443,6,7,919,27,0.005
3232249958,3232249957,443,38378,6,4,1766,27,0.005
3232249957,3232249958,38380,443,6,7,919,27,0.007
3232249958,3232249957,443,38380,6,4,1766,27,0.007
3232249957,3232249958,38382,443,6,7,919,27,0.009
3232249958,3232249957,443,38382,6,4,1766,27,0.009
3232249957,3232249958,38384,443,6,6,867,27,0.007
3232249958,3232249957,443,38384,6,5,1818,27,0.007
3232249957,3232249958,38386,443,6,7,919,27,0.007
3232249958,3232249957,443,38386,6,4,1766,27,0.007
3232249957,3232249958,38090,443,6,1,52,16,0.000
3232249958,3758096635,5353,5353,17,1,146,0,0.000
3232249957,3232249958,38388,443,6,7,919,27,0.008
3232249958,3232249957,443,38388,6,4,1766,27,0.008
3232249957,3232249958,38390,443,6,7,919,27,0.016
3232249958,3232249957,443,38390,6,4,1766,27,0.016
3232249957,3232249958,38392,443,6,7,919,27,0.005
3232249958,3232249957,443,38392,6,4,1766,27,0.005
3232249957,3232249958,38364,443,6,48,17527,30,29.889
3232249958,3232249957,443,38364,6,26,40981,27,29.889
3232249957,3232249958,38394,443,6,7,919,27,0.006
3232249958,3232249957,443,38394,6,4,1766,27,0.006
3232249957,3232249958,38396,443,6,7,919,27,0.006
3232249958,3232249957,443,38396,6,4,1766,27,0.006
3232249957,3232249958,38398,443,6,7,919,27,0.007
3232249958,3232249957,443,38398,6,4,1766,27,0.007
3232249957,3232249958,38402,443,6,6,914,27,0.004
3232249958,3232249957,443,38402,6,5,508,27,0.004
3232249957,3232249958,38404,443,6,7,966,27,0.006
3232249958,3232249957,443,38404,6,4,456,27,0.006
3232249957,3232249958,38406,443,6,7,919,27,0.007
3232249958,3232249957,443,38406,6,4,1766,27,0.007
3232249957,3232249958,38102,443,6,1,52,16,0.000
3232249957,3232249958,38408,443,6,7,919,27,0.008
3232249958,3232249957,443,38408,6,4,1766,27,0.008
3232249957,3232249958,38410,443,6,7,919,27,0.004
3232249958,3232249957,443,38410,6,4,1766,27,0.004
3232249957,3232249958,38400,443,6,24,7316,30,15.053
3232249958,3232249957,443,38400,6,14,19422,27,15.053
3232249957,3232249958,38412,443,6,6,867,27,0.004
3232249958,3232249957,443,38412,6,5,1818,27,0.004
3232249957,3232249958,38414,443,6,6,867,27,0.004
3232249958,3232249957,443,38414,6,5,1818,27,0.004
3232249957,3232249958,38418,443,6,6,914,27,0.005
3232249958,3232249957,443,38418,6,5,508,27,0.005
3232249957,3232249958,38420,443,6,7,966,27,0.004
3232249958,3232249957,443,38420,6,4,456,27,0.004
3232249957,3232249958,38416,443,6,16,3792,30,12.016
3232249958,3232249957,443,38416,6,10,8955,27,12.016
3232249957,3232249958,38422,443,6,7,919,27,0.006
3232249958,3232249957,443,38422,6,4,1766,27,0.006
3232249957,3232249958,38424,443,6,7,919,27,0.005
3232249958,3232249957,443,38424,6,4,1766,27,0.005
3232249857,4026531834,61452,1900,17,4,808,0,3.002
3232249957,3232249958,38428,443,6,7,966,27,0.004
3232249958,3232249957,443,38428,6,4,456,27,0.004
3232249957,3232249958,38430,443,6,7,966,27,0.006
3232249958,3232249957,443,38430,6,4,456,27,0.006
3232249957,3232249958,38426,443,6,18,4652,30,13.190
3232249958,3232249957,443,38426,6,11,12925,27,13.190
3232249957,3232249958,38434,443,6,7,919,27,0.006
3232249958,3232249957,443,38434,6,4,1766,27,0.006
3232249957,3232249958,38432,443,6,7,919,27,0.008
3232249958,3232249957,443,38432,6,4,1766,27,0.008
3232249957,3232249958,38438,443,6,7,966,27,0.008
3232249958,3232249957,443,38438,6,4,456,27,0.008
3232249957,3232249958,38440,443,6,6,914,27,0.005
3232249958,3232249957,443,38440,6,5,508,27,0.005
3232249957,4026531834,33647,1900,17,4,776,0,3.008
3232249957,3232249958,38442,443,6,6,867,27,0.009
3232249958,3232249957,443,38442,6,5,1818,27,0.009
3232249957,3232249958,38444,443,6,6,867,27,0.015
3232249958,3232249957,443,38444,6,5,1818,27,0.015
3232249957,3232249958,38446,443,6,6,867,27,0.007
3232249958,3232249957,443,38446,6,5,1818,27,0.007
3232249957,3232249958,38448,443,6,7,919,27,0.013
3232249958,3232249957,443,38448,6,4,1766,27,0.013
3232249957,3232249958,38450,443,6,6,867,27,0.014
3232249958,3232249957,443,38450,6,5,1818,27,0.014
3232249957,3232249958,38452,443,6,6,867,27,0.012
3232249958,3232249957,443,38452,6,5,1818,27,0.012
3232249957,3232249958,38454,443,6,7,919,27,0.024
3232249958,3232249957,443,38454,6,4,1766,27,0.024
3232249957,3232249958,38456,443,6,7,919,27,0.004
3232249958,3232249957,443,38456,6,4,1766,27,0.004
3232249957,3232249958,38140,443,6,1,52,16,0.000
3232249957,3232249958,38458,443,6,7,919,27,0.004
3232249958,3232249957,443,38458,6,4,1766,27,0.004
3232249957,3232249958,38436,443,6,42,14291,30,19.521
3232249958,3232249957,443,38436,6,24,36745,27,19.521
3232249957,3232249958,38460,443,6,6,867,27,0.004
3232249958,3232249957,443,38460,6,5,1818,27,0.004
3232249957,3232249958,38462,443,6,6,867,27,0.004
3232249958,3232249957,443,38462,6,5,1818,27,0.004
3232249957,3232249958,38466,443,6,7,966,27,0.031
3232249958,3232249957,443,38466,6,4,456,27,0.031
3232249957,3232249958,38148,443,6,1,52,16,0.000
3232249957,3232249958,38150,443,6,1,52,16,0.000
3232249957,3232249958,38468,443,6,6,914,27,0.011
3232249958,3232249957,443,38468,6,5,508,27,0.011
3232249957,3232249958,38470,443,6,6,867,27,0.018
3232249958,3232249957,443,38470,6,5,1818,27,0.018
3232249957,3232249958,38472,443,6,7,919,27,0.015
3232249958,3232249957,443,38472,6,4,1766,27,0.015
3232249957,3232249958,38474,443,6,7,919,27,0.005
3232249958,3232249957,443,38474,6,4,1766,27,0.005
3232249957,3232249958,38476,443,6,7,919,27,0.005
3232249958,3232249957,443,38476,6,4,1766,27,0.005
3232249957,3232249958,38478,443,6,7,919,27,0.006
3232249958,3232249957,443,38478,6,4,1766,27,0.006
3232249957,3232249958,38464,443,6,34,10953,30,16.874
3232249958,3232249957,443,38464,6,21,28742,27,16.874
3232249957,3232249958,38480,443,6,6,867,27,0.003
3232249958,3232249957,443,38480,6,5,1818,27,0.003
3232249957,3232249958,38482,443,6,6,867,27,0.007
3232249958,3232249957,443,38482,6,5,1818,27,0.007
3232249957,3232249958,38168,443,6,1,52,16,0.000
3232249957,3232249958,38170,443,6,1,52,16,0.000
3232249957,3232249958,38174,443,6,1,52,16,0.000
3232249957,3232249958,38486,443,6,7,966,27,0.003
3232249958,3232249957,443,38486,6,4,456,27,0.003
3232249957,3232249958,38488,443,6,6,914,27,0.004
3232249958,3232249957,443,38488,6,5,508,27,0.004
3232249957,3232249958,38484,443,6,18,4584,30,19.023
3232249958,3232249957,443,38484,6,11,9654,27,19.023
3232249957,3232249958,38180,443,6,1,52,16,0.000
3232249957,3232249958,38184,443,6,1,52,16,0.000
3232249957,3232249958,38490,443,6,7,919,27,0.005
3232249958,3232249957,443,38490,6,4,1766,27,0.005
3232249957,3232249958,38492,443,6,7,919,27,0.005
3232249958,3232249957,443,38492,6,4,1766,27,0.005
3232249957,3232249958,38496,443,6,7,966,27,0.007
3232249958,3232249957,443,38496,6,4,456,27,0.007
3232249957,3232249958,38498,443,6,7,966,27,0.006
3232249958,3232249957,443,38498,6,4,456,27,0.006
3232249957,3232249958,38494,443,6,18,4655,30,12.276
3232249958,3232249957,443,38494,6,11,12946,27,12.276
3232249957,3232249958,38192,443,6,1,52,16,0.000
3232249957,3232249958,38202,443,6,1,52,16,0.000
3232249957,3232249958,38204,443,6,1,52,16,0.000
3232249957,3232249958,38500,443,6,7,919,27,0.008
3232249958,3232249957,443,38500,6,4,1766,27,0.008
3232249957,3232249958,38502,443,6,7,919,27,0.008
3232249958,3232249957,443,38502,6,4,1766,27,0.008
3232249957,3232249958,38506,443,6,7,966,27,0.003
3232249958,3232249957,443,38506,6,4,456,27,0.003
3232249957,3232249958,38508,443,6,6,914,27,0.004
3232249958,3232249957,443,38508,6,5,508,27,0.004
3232249957,3232249958,38510,443,6,7,919,27,0.008
3232249958,3232249957,443,38510,6,4,1766,27,0.008
3232249957,3232249958,38512,443,6,7,919,27,0.015
3232249958,3232249957,443,38512,6,4,1766,27,0.015
3232249957,3232249958,38514,443,6,6,867,27,0.005
3232249958,3232249957,443,38514,6,5,1818,27,0.005
3232249957,3232249958,38504,443,6,24,7225,30,20.911
3232249958,3232249957,443,38504,6,14,16227,27,20.911
3232249957,3232249958,38208,443,6,1,52,16,0.000
3232249957,3232249958,38212,443,6,1,52,16,0.000
3232249957,3232249958,38216,443,6,1,52,16,0.000
3232249957,3232249958,38516,443,6,7,919,27,0.004
3232249958,3232249957,443,38516,6,4,1766,27,0.004
3232249957,3232249958,38518,443,6,7,919,27,0.004
3232249958,3232249957,443,38518,6,4,1766,27,0.004
3232249957,3232249958,38522,443,6,7,966,27,0.004
3232249958,3232249957,443,38522,6,4,456,27,0.004
3232249957,3232249958,38524,443,6,7,966,27,0.004
3232249958,3232249957,443,38524,6,4,456,27,0.003
3232249957,3232249958,38520,443,6,18,4516,30,16.757
3232249958,3232249957,443,38520,6,11,9654,27,16.757
3232249957,3232249958,38228,443,6,1,52,16,0.000
3232249857,4026531834,61391,1900,17,4,808,0,3.003
3232249957,3232249958,38240,443,6,1,52,16,0.000
3232249957,3232249958,38526,443,6,7,919,27,0.007
3232249958,3232249957,443,38526,6,4,1766,27,0.007
3232249957,3232249958,38528,443,6,7,919,27,0.005
3232249958,3232249957,443,38528,6,4,1766,27,0.005
3232249957,3232249958,38532,443,6,7,966,27,0.005
3232249958,3232249957,443,38532,6,4,456,27,0.005
3232249957,3232249958,38534,443,6,7,966,27,0.003
3232249958,3232249957,443,38534,6,4,456,27,0.003
3232249957,3232249958,38536,443,6,7,919,27,0.005
3232249958,3232249957,443,38536,6,4,1766,27,0.005
3232249957,3232249958,38538,443,6,7,919,27,0.005
3232249958,3232249957,443,38538,6,4,1766,27,0.005
3232249957,3232249958,38540,443,6,6,867,27,0.011
3232249958,3232249957,443,38540,6,5,1818,27,0.011
3232249957,3232249958,38542,443,6,7,919,27,0.005
3232249958,3232249957,443,38542,6,4,1766,27,0.005
3232249957,3232249958,38544,443,6,7,919,27,0.006
3232249958,3232249957,443,38544,6,4,1766,27,0.006
3232249957,3232249958,38546,443,6,7,919,27,0.018
3232249958,3232249957,443,38546,6,4,1766,27,0.018
3232249957,3232249958,38548,443,6,7,919,27,0.003
3232249958,3232249957,443,38548,6,4,1766,27,0.003
3232249957,3232249958,38550,443,6,7,919,27,0.005
3232249958,3232249957,443,38550,6,4,1766,27,0.005
3232249957,3232249958,38250,443,6,1,52,16,0.000
3232249957,3232249958,38254,443,6,1,52,16,0.000
3232249957,4026531834,48492,1900,17,4,776,0,3.012
3232249957,3232249958,38552,443,6,6,867,27,0.005
3232249958,3232249957,443,38552,6,5,1818,27,0.005
3232249957,3232249958,38530,443,6,40,14118,30,23.992
3232249958,3232249957,443,38530,6,22,33747,27,23.992
3232249957,3232249958,38554,443,6,7,919,27,0.007
3232249958,3232249957,443,38554,6,4,1766,27,0.007
3232249957,3232249958,38556,443,6,7,919,27,0.006
3232249958,3232249957,443,38556,6,4,1766,27,0.006
3232249957,3232249958,38560,443,6,7,966,27,0.004
3232249958,3232249957,443,38560,6,4,456,27,0.004
3232249957,3232249958,38258,443,6,1,52,16,0.000
3232249957,3232249958,38260,443,6,1,52,16,0.000
3232249957,3232249958,38562,443,6,6,914,27,0.006
3232249958,3232249957,443,38562,6,5,508,27,0.006
3232249957,3232249958,38558,443,6,18,4630,30,7.941
3232249958,3232249957,443,38558,6,11,12956,27,7.941
3232249957,3232249958,38564,443,6,7,919,27,0.006
3232249958,3232249957,443,38564,6,4,1766,27,0.006
3232249957,3232249958,38566,443,6,7,919,27,0.004
3232249958,3232249957,443,38566,6,4,1766,27,0.004
3232249957,3232249958,38274,443,6,1,52,16,0.000
3232249957,3232249958,38570,443,6,7,966,27,0.002
3232249958,3232249957,443,38570,6,4,456,27,0.002
3232249957,3232249958,38572,443,6,7,966,27,0.005
3232249958,3232249957,443,38572,6,4,456,27,0.005
3232249957,3232249958,38568,443,6,16,3814,30,7.672
3232249958,3232249957,443,38568,6,10,9033,27,7.672
3232249957,3232249958,38574,443,6,7,919,27,0.006
3232249958,3232249957,443,38574,6,4,1766,27,0.006
3232249957,3232249958,38576,443,6,6,867,27,0.004
3232249958,3232249957,443,38576,6,5,1818,27,0.004
3232249957,3232249958,38280,443,6,1,52,16,0.000
3232249957,3232249958,38580,443,6,7,966,27,0.002
3232249958,3232249957,443,38580,6,4,456,27,0.002
3232249957,3232249958,38582,443,6,7,966,27,0.007
3232249958,3232249957,443,38582,6,4,456,27,0.007
3232249957,3232249958,38578,443,6,18,4504,30,7.657
3232249958,3232249957,443,38578,6,11,9654,27,7.657
3232249957,3232249958,38586,443,6,6,867,27,0.005
3232249958,3232249957,443,38586,6,5,1818,27,0.005
3232249957,3232249958,38584,443,6,7,919,27,0.006
3232249958,3232249957,443,38584,6,4,1766,27,0.006
3232249957,3232249958,38590,443,6,6,914,27,0.005
3232249958,3232249957,443,38590,6,5,508,27,0.005
3232249957,3232249958,38592,443,6,7,966,27,0.003
3232249958,3232249957,443,38592,6,4,456,27,0.003
3232249957,3232249958,38594,443,6,7,919,27,0.004
3232249958,3232249957,443,38594,6,4,1766,27,0.004
3232249957,3232249958,38298,443,6,1,52,16,0.000
3232249957,3232249958,38300,443,6,1,52,16,0.000
3232249957,3232249958,38596,443,6,7,919,27,0.005
3232249958,3232249957,443,38596,6,4,1766,27,0.005
3232249957,3232249958,38598,443,6,7,919,27,0.005
3232249958,3232249957,443,38598,6,4,1766,27,0.005
3232249957,3232249958,38588,443,6,24,7177,30,12.355
3232249958,3232249957,443,38588,6,14,16120,27,12.355
3232249957,3232249958,38600,443,6,7,919,27,0.006
3232249958,3232249957,443,38600,6,4,1766,27,0.005
3232249957,3232249958,38602,443,6,7,919,27,0.005
3232249958,3232249957,443,38602,6,4,1766,27,0.005
3232249957,3232249958,38606,443,6,7,966,27,0.003
3232249958,3232249957,443,38606,6,4,456,27,0.003
3232249957,3232249958,38608,443,6,7,966,27,0.003
3232249958,3232249957,443,38608,6,4,456,27,0.003
3232249957,3232249958,38604,443,6,18,4490,30,16.717
3232249958,3232249957,443,38604,6,11,9691,27,16.717
3232249957,3232249958,38610,443,6,6,867,27,0.005
3232249958,3232249957,443,38610,6,5,1818,27,0.005
3232249957,3232249958,38612,443,6,7,919,27,0.004
3232249958,3232249957,443,38612,6,4,1766,27,0.004
3232249957,3232249958,38310,443,6,1,52,16,0.000
3232249957,3232249958,38314,443,6,1,52,16,0.000
3232249957,3232249958,38316,443,6,1,52,16,0.000
3232249957,3232249958,38616,443,6,7,966,27,0.003
3232249958,3232249957,443,38616,6,4,456,27,0.003
3232249957,3232249958,38618,443,6,7,966,27,0.003
3232249958,3232249957,443,38618,6,4,456,27,0.003
3232249957,3232249958,38620,443,6,7,919,27,0.004
3232249958,3232249957,443,38620,6,4,1766,27,0.004
3232249957,3232249958,38326,443,6,1,52,16,0.000
3232249857,3232250111,138,138,17,1,229,0,0.000
3232249957,3232249958,38332,443,6,1,52,16,0.000
3232249957,3232249958,38622,443,6,7,919,27,0.003
3232249958,3232249957,443,38622,6,4,1766,27,0.003
3232249957,3232249958,38624,443,6,7,919,27,0.005
3232249958,3232249957,443,38624,6,4,1766,27,0.005
3232249957,3232249958,38614,443,6,26,8205,30,15.878
3232249958,3232249957,443,38614,6,15,23440,27,15.878
3232249957,3232249958,38626,443,6,7,919,27,0.007
3232249958,3232249957,443,38626,6,4,1766,27,0.007
3232249957,3232249958,38628,443,6,7,919,27,0.005
3232249958,3232249957,443,38628,6,4,1766,27,0.005
3232249957,3232249958,38632,443,6,7,966,27,0.003
3232249958,3232249957,443,38632,6,4,456,27,0.003
3232249957,3232249958,38634,443,6,7,966,27,0.003
3232249958,3232249957,443,38634,6,4,456,27,0.003
3232249957,3232249958,38636,443,6,6,867,27,0.005
3232249958,3232249957,443,38636,6,5,1818,27,0.005
3232249957,3232249958,38638,443,6,7,919,27,0.004
3232249958,3232249957,443,38638,6,4,1766,27,0.004
3232249957,3232249958,38640,443,6,7,919,27,0.005
3232249958,3232249957,443,38640,6,4,1766,27,0.005
3232249957,3232249958,38630,443,6,26,7921,30,17.464
3232249958,3232249957,443,38630,6,15,16926,27,17.463
3232249957,3232249958,38642,443,6,7,919,27,0.005
3232249958,3232249957,443,38642,6,4,1766,27,0.005
3232249957,3232249958,38644,443,6,6,867,27,0.003
3232249958,3232249957,443,38644,6,5,1818,27,0.003
3232249957,3232249958,38648,443,6,7,966,27,0.007
3232249958,3232249957,443,38648,6,4,456,27,0.007
3232249957,3232249958,38650,443,6,7,966,27,0.004
3232249958,3232249957,443,38650,6,4,456,27,0.004
3232249957,3232249958,38652,443,6,7,919,27,0.003
3232249958,3232249957,443,38652,6,4,1766,27,0.003
3232249957,3232249958,38654,443,6,7,919,27,0.004
3232249958,3232249957,443,38654,6,4,1766,27,0.004
3232249957,3232249958,38358,443,6,1,52,16,0.000
3232249857,4026531834,49383,1900,17,4,808,0,3.003
3232249957,3232249958,38656,443,6,7,919,27,0.004
