3232249957,3232249958,43502,443,6,7,919,27,0.040
3232249958,3232249957,443,43502,6,4,1766,27,0.040
3232249957,3232249958,43500,443,6,7,919,27,0.043
3232249958,3232249957,443,43500,6,4,1766,27,0.043
3232249957,3232249958,43504,443,6,7,919,27,0.010
3232249958,3232249957,443,43504,6,4,1766,27,0.010
3232249957,3232249958,43506,443,6,7,919,27,0.006
3232249958,3232249957,443,43506,6,4,1766,27,0.006
3232249957,3232249958,43510,443,6,7,966,27,0.003
3232249958,3232249957,443,43510,6,4,456,27,0.003
3232249957,3232249958,43508,443,6,19,4932,30,7.203
3232249958,3232249957,443,43508,6,14,16301,27,7.203
3232249957,3232249958,43512,443,6,7,966,27,0.003
3232249958,3232249957,443,43512,6,4,456,27,0.003
3232249957,3232249958,43516,443,6,7,919,27,0.004
3232249958,3232249957,443,43516,6,4,1766,27,0.004
3232249957,3232249958,43514,443,6,7,919,27,0.005
3232249958,3232249957,443,43514,6,4,1766,27,0.005
3232249957,3232249958,43520,443,6,7,966,27,0.003
3232249958,3232249957,443,43520,6,4,456,27,0.003
3232249957,3232249958,43518,443,6,19,5177,30,5.537
3232249958,3232249957,443,43518,6,12,9004,27,5.537
3232249957,3232249958,43524,443,6,7,966,27,0.004
3232249958,3232249957,443,43524,6,4,456,27,0.004
3232249957,3232249958,43526,443,6,7,919,27,0.003
3232249958,3232249957,443,43526,6,4,1766,27,0.003
3232249957,3232249958,43528,443,6,7,919,27,0.005
3232249958,3232249957,443,43528,6,4,1766,27,0.005
3232249957,3232249958,43530,443,6,7,919,27,0.006
3232249958,3232249957,443,43530,6,4,1766,27,0.006
3232249957,3232249958,43522,443,6,27,9051,30,17.638
3232249958,3232249957,443,43522,6,16,24739,27,17.638
3232249957,3232249958,43532,443,6,7,919,27,0.008
3232249958,3232249957,443,43532,6,4,1766,27,0.008
3232249957,3232249958,43534,443,6,6,867,27,0.006
3232249958,3232249957,443,43534,6,5,1818,27,0.006
3232249957,3232249958,43538,443,6,6,914,27,0.004
3232249958,3232249957,443,43538,6,5,508,27,0.004
3232249957,3232249958,43540,443,6,6,914,27,0.002
3232249958,3232249957,443,43540,6,5,508,27,0.002
3232249957,3232249958,43542,443,6,7,919,27,0.008
3232249958,3232249957,443,43542,6,4,1766,27,0.008
3232249957,3232249958,43544,443,6,7,919,27,0.005
3232249958,3232249957,443,43544,6,4,1766,27,0.005
3232249957,3232249958,43546,443,6,7,919,27,0.005
3232249958,3232249957,443,43546,6,4,1766,27,0.005
3232249957,3232249958,43536,443,6,34,10966,30,12.430
3232249958,3232249957,443,43536,6,19,25459,27,12.430
3232249957,3232249958,43548,443,6,6,867,27,0.004
3232249958,3232249957,443,43548,6,5,1818,27,0.004
3232249957,3232249958,43550,443,6,7,919,27,0.010
3232249958,3232249957,443,43550,6,4,1766,27,0.010
3232249957,3232249958,43552,443,6,7,919,27,0.011
3232249958,3232249957,443,43552,6,4,1766,27,0.011
3232249957,3232249958,43556,443,6,7,966,27,0.003
3232249958,3232249957,443,43556,6,4,456,27,0.003
3232249957,3232249958,43558,443,6,7,966,27,0.003
3232249958,3232249957,443,43558,6,4,456,27,0.003
3232249957,3232249958,43560,443,6,7,919,27,0.005
3232249958,3232249957,443,43560,6,4,1766,27,0.005
3232249957,3232249958,43562,443,6,7,919,27,0.004
3232249958,3232249957,443,43562,6,4,1766,27,0.004
3232249957,3232249958,43564,443,6,7,919,27,0.010
3232249958,3232249957,443,43564,6,4,1766,27,0.010
3232249957,3232249958,43566,443,6,7,919,27,0.005
3232249958,3232249957,443,43566,6,4,1766,27,0.005
3232249957,3232249958,43568,443,6,7,919,27,0.006
3232249958,3232249957,443,43568,6,4,1766,27,0.006
3232249957,3232249958,43570,443,6,7,919,27,0.004
3232249958,3232249957,443,43570,6,4,1766,27,0.004
3232249957,3232249958,43572,443,6,7,919,27,0.004
3232249958,3232249957,443,43572,6,4,1766,27,0.004
3232249957,3232249958,43574,443,6,7,919,27,0.005
3232249958,3232249957,443,43574,6,4,1766,27,0.005
3232249957,3232249958,43576,443,6,7,919,27,0.003
3232249958,3232249957,443,43576,6,4,1766,27,0.003
3232249957,3232249958,43554,443,6,40,14085,30,21.358
3232249958,3232249957,443,43554,6,22,35063,27,21.358
3232249957,3232249958,43578,443,6,6,867,27,0.004
3232249958,3232249957,443,43578,6,5,1818,27,0.004
3232249957,3232249958,43580,443,6,7,919,27,0.008
3232249958,3232249957,443,43580,6,4,1766,27,0.008
3232249957,3232249958,43582,443,6,6,867,27,0.008
3232249958,3232249957,443,43582,6,5,1818,27,0.008
3232249957,3232249958,43586,443,6,7,966,27,0.003
3232249958,3232249957,443,43586,6,4,456,27,0.003
3232249957,3232249958,43588,443,6,7,966,27,0.002
3232249958,3232249957,443,43588,6,4,456,27,0.002
3232249957,3232249958,43590,443,6,7,919,27,0.004
3232249958,3232249957,443,43590,6,4,1766,27,0.004
3232249957,3232249958,43592,443,6,7,919,27,0.008
3232249958,3232249957,443,43592,6,4,1766,27,0.008
3232249957,3232249958,43594,443,6,6,867,27,0.003
3232249958,3232249957,443,43594,6,5,1818,27,0.003
3232249957,3232249958,43584,443,6,26,8172,30,16.125
3232249958,3232249957,443,43584,6,15,26069,27,16.125
3232249957,3232249958,43596,443,6,7,919,27,0.006
3232249958,3232249957,443,43596,6,4,1766,27,0.006
3232249957,3232249958,43598,443,6,7,919,27,0.006
3232249958,3232249957,443,43598,6,4,1766,27,0.006
3232249957,3232249958,43602,443,6,7,966,27,0.005
3232249958,3232249957,443,43602,6,4,456,27,0.005
3232249957,3232249958,43604,443,6,7,966,27,0.002
3232249958,3232249957,443,43604,6,4,456,27,0.002
3232249957,3232249958,43600,443,6,18,4584,30,14.686
3232249958,3232249957,443,43600,6,11,9654,27,14.686
3232249957,3232249958,43606,443,6,7,919,27,0.004
3232249958,3232249957,443,43606,6,5,1818,27,0.004
3232249957,3232249958,43608,443,6,7,919,27,0.004
3232249958,3232249957,443,43608,6,4,1766,27,0.004
3232249957,3232249958,43612,443,6,7,966,27,0.003
3232249958,3232249957,443,43612,6,4,456,27,0.003
3232249957,3232249958,43614,443,6,7,966,27,0.006
3232249958,3232249957,443,43614,6,4,456,27,0.006
3232249957,3232249958,43616,443,6,7,919,27,0.003
3232249958,3232249957,443,43616,6,4,1766,27,0.003
3232249957,3232249958,43618,443,6,7,919,27,0.006
3232249958,3232249957,443,43618,6,4,1766,27,0.006
3232249957,3232249958,43620,443,6,7,919,27,0.004
3232249958,3232249957,443,43620,6,4,1766,27,0.004
3232249957,3232249958,43622,443,6,7,919,27,0.005
3232249958,3232249957,443,43622,6,4,1766,27,0.005
3232249957,3232249958,43624,443,6,7,919,27,0.010
3232249958,3232249957,443,43624,6,4,1766,27,0.010
3232249957,3232249958,43626,443,6,6,867,27,0.009
3232249958,3232249957,443,43626,6,5,1818,27,0.009
3232249957,3232249958,43628,443,6,7,919,27,0.006
3232249958,3232249957,443,43628,6,4,1766,27,0.006
3232249957,3232249958,43630,443,6,7,919,27,0.003
3232249958,3232249957,443,43630,6,4,1766,27,0.003
3232249957,3232249958,43632,443,6,7,919,27,0.004
3232249958,3232249957,443,43632,6,4,1766,27,0.004
3232249957,3232249958,43634,443,6,7,919,27,0.006
3232249958,3232249957,443,43634,6,4,1766,27,0.005
3232249957,3232249958,43636,443,6,7,919,27,0.004
3232249958,3232249957,443,43636,6,4,1766,27,0.004
3232249957,3232249958,43638,443,6,7,919,27,0.004
3232249958,3232249957,443,43638,6,4,1766,27,0.004
3232249957,3232249958,43640,443,6,7,919,27,0.004
3232249958,3232249957,443,43640,6,4,1766,27,0.004
3232249957,3232249958,43642,443,6,7,919,27,0.006
3232249958,3232249957,443,43642,6,4,1766,27,0.006
3232249957,3232249958,43644,443,6,7,919,27,0.004
3232249958,3232249957,443,43644,6,4,1766,27,0.004
3232249957,3232249958,43646,443,6,7,919,27,0.004
3232249958,3232249957,443,43646,6,4,1766,27,0.004
3232249957,3232249958,43648,443,6,7,919,27,0.005
3232249958,3232249957,443,43648,6,4,1766,27,0.005
3232249957,3232249958,43650,443,6,6,867,27,0.003
3232249958,3232249957,443,43650,6,5,1818,27,0.003
3232249957,3232249958,43652,443,6,7,919,27,0.004
3232249958,3232249957,443,43652,6,4,1766,27,0.004
3232249957,3232249958,43654,443,6,6,867,27,0.007
3232249958,3232249957,443,43654,6,5,1818,27,0.007
3232249957,3232249958,43656,443,6,7,919,27,0.004
3232249958,3232249957,443,43656,6,4,1766,27,0.004
3232249957,3232249958,43610,443,6,72,28082,30,59.392
3232249958,3232249957,443,43610,6,38,73111,27,59.392
3232249957,3232249958,43660,443,6,7,919,27,0.005
3232249958,3232249957,443,43660,6,4,1766,27,0.005
3232249957,3232249958,43658,443,6,7,919,27,0.007
3232249958,3232249957,443,43658,6,4,1766,27,0.007
3232249957,3232249958,43664,443,6,7,966,27,0.003
3232249958,3232249957,443,43664,6,4,456,27,0.003
3232249957,3232249958,43666,443,6,6,914,27,0.003
3232249958,3232249957,443,43666,6,5,508,27,0.003
3232249957,3232249958,43668,443,6,7,919,27,0.005
3232249958,3232249957,443,43668,6,4,1766,27,0.005
3232249957,3232249958,43670,443,6,6,867,27,0.004
3232249958,3232249957,443,43670,6,5,1818,27,0.004
3232249957,3232249958,43672,443,6,6,867,27,0.008
3232249958,3232249957,443,43672,6,5,1818,27,0.008
3232249957,3232249958,43674,443,6,7,919,27,0.006
3232249958,3232249957,443,43674,6,4,1766,27,0.006
3232249957,3232249958,43676,443,6,7,919,27,0.004
3232249958,3232249957,443,43676,6,4,1766,27,0.004
3232249957,3232249958,43678,443,6,7,919,27,0.005
3232249958,3232249957,443,43678,6,4,1766,27,0.005
3232249957,3232249958,43662,443,6,34,11609,30,23.761
3232249958,3232249957,443,43662,6,19,33301,27,23.761
3232249957,3232249958,43680,443,6,7,919,27,0.010
3232249958,3232249957,443,43680,6,4,1766,27,0.010
3232249957,3232249958,43682,443,6,6,867,27,0.014
3232249958,3232249957,443,43682,6,5,1818,27,0.014
3232249957,3232249958,43686,443,6,7,966,27,0.003
3232249958,3232249957,443,43686,6,4,456,27,0.003
3232249957,3232249958,43688,443,6,7,966,27,0.004
3232249958,3232249957,443,43688,6,4,456,27,0.004
3232249957,3232249958,43690,443,6,7,919,27,0.005
3232249958,3232249957,443,43690,6,4,1766,27,0.005
3232249957,3232249958,43692,443,6,7,919,27,0.004
3232249958,3232249957,443,43692,6,4,1766,27,0.004
